      Table 2. Recommended Rest Frequencies for Observed Interstellar Molecular Lines.                                              
                                                                                                                                    
_____________________________________________________________________________________________________________                       
                                                                                                                                    
  Frequency  Unc.  Formula    Quantum Numbers              Tr(K)  Source         Telescope    Astr.  Lab.                           
                                                          /Ta(K)                              Ref.   Ref.                           
_____________________________________________________________________________________________________________                       
                                                                                                                                    
   68972.154*( 4) SO2        6(1,5)-6(0,6)                 0.8   OriMC-1         NRAO    11m  Joh76                                 
   98012.064 (60) C3H        2P1/2 J=9/2-7/2a              0.089 IRC+10216       OSO     20m  Tha85  Tha85                          
   98177.581*(14) CH3CH2CN   11(2,10)-10(2,9)              0.15  OriMC-1         NRAO    11m  Joh77                                 
U  98230.2        unidentified                             0.02  OriMC-1         NRAO    11m  Kut80                                 
U  98239.7        unidentified                             0.03  OriMC-1         NRAO    11m  Kut80                                 
U  98257.7        unidentified                             0.03  OriMC-1         NRAO    11m  Kut80                                 
U  98265.9   ( 9) unidentified                             0.04  Sgr B2          BTL      7m  Cum85                                 
   98270.41 *(31) HCOOCH3    8(6,2)-7(6,1) E               0.06  OriMC-1         NRAO    11m  Kut80                                 
   98279.70 *( 5) HCOOCH3    8(6,3)-7(6,2) E+A             0.12b OriMC-1         NRAO    11m  Kut80                                 
   98279.74 *( 5) HCOOCH3    8(6,2)-7(6,1) A                b    OriMC-1         NRAO    11m  Kut80                                 
U  98333.9        unidentified                             0.02  OriMC-1         NRAO    11m  Kut80                                 
U  98351.9        unidentified                             0.02  OriMC-1         NRAO    11m  Kut80                                 
   98432.37 *(29) HCOOCH3    8(5,4)-7(5,3) E               0.04b Sgr B2          BTL      7m  Cum85                                 
   98432.73 *( 5) HCOOCH3    8(5,4)-7(5,3) A                b    Sgr B2          BTL      7m  Cum85                                 
   98435.78 *( 5) HCOOCH3    8(5,3)-7(5,2) A                b    Sgr B2          BTL      7m  Cum85                                 
   98512.522*( 5) HC5N       37-36                         0.08  OriMC-1         NRAO    11m  Buj81                                 
   98523.880*(13) CH3CH2CN   11(6)-10(6)                   0.13  OriMC-1         NRAO    11m  Joh77                                 
   98524.661*(13) CH3CH2CN   11(7)-10(7)                   0.10  OriMC-1         NRAO    11m  Joh77                                 
   98532.070*(14) CH3CH2CN   11(8)-10(8)                   0.06  OriMC-1         NRAO    11m  Joh77                                 
   98533.985*(26) CH3CH2CN   11(5)-10(5)                   0.17  OriMC-1         NRAO    11m  Joh77                                 
   98564.834*(13) CH3CH2CN   11(4,8)-10(4,7)               0.09  OriMC-1         NRAO    11m  Joh77                                 
   98566.799*(13) CH3CH2CN   11(4,7)-10(4,6)               0.09  OriMC-1         NRAO    11m  Joh77                                 
   98606.87 *(27) HCOOCH3    8(3,6)-7(3,5) E               0.08b Sgr B2          BTL      7m  Cum85                                 
   98610.108*(13) CH3CH2CN   11(3,9)-10(3,8)               0.14  OriMC-1         NRAO    11m  Joh77                                 
   98611.14 *( 4) HCOOCH3    8(3,6)-7(3,5) A                b    Sgr B2          BTL      7m  Cum85                                 
   98682.59 *( 4) HCOOCH3    8(4,5)-7(4,4) A               0.02  Sgr B2          BTL      7m  Cum85                                 
   98701.109*(13) CH3CH2CN   11(3,8)-10(3,7)               0.12  OriMC-1         NRAO    11m  Joh77                                 
   98712.28 *(28) HCOOCH3    8(4,5)-7(4,4) E               0.04  Sgr B2          BTL      7m  Cum85                                 
   98747.88 *(28) HCOOCH3?   8(4,4)-7(4,3) E               0.04  Sgr B2          BTL      7m  Cum85                                 
   98792.27 *( 4) HCOOCH3?   8(4,4)-7(4,3) A               0.05  Sgr B2          BTL      7m  Cum85                                 
   98862.65 *(98) CH3CHO     5(1,4)-4(1,3) E               0.23  Sgr B2          BTL      7m  Cum85                                 
   98900.87 *( 5) CH3CHO     5(1,4)-4(1,3) A               0.18  Sgr B2          BTL      7m  Cum85                                 
   98940.02 *( 2) C3N        10-9 J=21/2-19/2              0.18  IRC+10216       NRAO    11m  Gue77  Got83                          
   98958.78 *( 2) C3N        10-9 J=19/2-17/2              0.13  IRC+10216       NRAO    11m  Gue77  Got83                          
   99118.6   ( 1) NH2D?      5(2,4)-4(1,4)                 0.04  Sgr B2          BTL      7m  Cum85  DeL75                          
U  99120.         unidentified                             0.15  OriMC-1         OSO     20m  Fri84                                 
   99299.879*(38) SO         3(2)-2(1)                     1.59m OriMC-1         NRAO    11m  Got78                                 
   99311.195 (75) NH2CN      5(1,5)-4(1,4)                 0.40  Sgr B2          BTL      7m  Cum85  Joh76a                         
   99325.25  (20) CH3OCH3    4(1,4)-3(0,3) EE              0.2   OriMC-1         NRAO    11m  Cla79  Lov79                          
   99392.645*(27) SO2        29(4,26)-28(5,23)            ~0.50  OriMC-1         OSO     20m  Fri84                                 
   99651.863*(11) HC13CCN    11-10                         0.13  Sgr B2          BTL      7m  Cum85                                 
   99661.471*( 6) HCC13CN    11-10                         0.14  Sgr B2          BTL      7m  Cum85                                 
   99681.516*(14) CH3CH2CN   11(2,9)-10(2,8)               0.05  Sgr B2          BTL      7m  Cum85                                 
U  99727.0   (16) unidentified                             0.04  Sgr B2          BTL      7m  Cum85                                 
   99730.92  ( 1) CH3OH vt=1 6(1)-5(0)                     0.20  OriMC-1         NRAO    11m  Chu80  Lov82                          
   99774.15  ( 5) H2C34S     3(1,3)-2(1,2)                 n.r.  OriMC-1         OSO     20m  Gar85  Lov84                          
U  99867.0   ( 6) unidentified                             0.08  Sgr B2          BTL      7m  Cum85                                 
   99953.27  ( 6) NH2CN      5(2,4)-4(2,3)                 0.08b Sgr B2          BTL      7m  Cum85  Joh76a                         
   99956.60  ( 4) NH2CN      5(2,3)-4(2,2)                  b    Sgr B2          BTL      7m  Cum85  Joh76a                         
   99962.66  ( 8) NH2CN      5(0,5)-4(0,4)                 0.12  Sgr B2          BTL      7m  Cum85  Joh76a                         
  100029.569*(60) SO         4(5)-4(4)                     0.38m OriMC-1         NRAO    11m  Got78                                 
  100076.389*( 2) HC3N       11-10                         1.28  OriMC-1         NRAO    11m  Mor76                                 
  100094.461*(51) H2CCO      5(1,5)-4(1,4)                 0.17  Sgr B2          NRAO    11m  Tur77                                 
  100110.27  (10) CH3SH      4(1)-3(1) A+                  0.06  Sgr B2          BTL      7m  Lin79  Lee80                          
U 100157.0        unidentified                             0.07  Sgr B2          NRAO    11m  Tur77                                 
U 100197.2   ( 8) unidentified                             0.09  Sgr B2          BTL      7m  Cum85                                 
U 100200.4        unidentified                             0.09  Sgr B2          NRAO    11m  Tur77                                 
  100294.69 *(27) HCOOCH3?   8(3,5)-7(3,4) E               0.03  Sgr B2          BTL      7m  Cum85                                 
  100308.158*(43) HCOOCH3    8(3,5)-7(3,4) A               0.08  OriMC-1         BTL      7m  Gol82                                 
  100322.349*(29) HC3N       11-10 v7 1e-1e                0.07  OriMC-1         BTL      7m  Gol82                                 
U 100435.         unidentified                             0.04  OriMC-1         NRAO    11m  Wil81                                 
  100463.11  ( 3) CH3OCH3    6(2,5)-6(1,6) EE              0.12  OriMC-1         NRAO    11m  Wil81                                 
  100466.106*(29) HC3N       11-10 v7 1f                  ~0.2   OriMC-1         NRAO    11m  Wil76                                 
  100482.27 *(27) HCOOCH3    8(1,7)-7(1,6) E               0.08  OriMC-1         BTL      7m  Gol82                                 
  100490.661*(45) HCOOCH3    8(1,7)-7(1,6) A               0.08  OriMC-1         BTL      7m  Gol82                                 
U 100498.5        unidentified                             0.05  OriMC-1         NRAO    11m  Wil81                                 
  100529.127*(52) NaOH       4-3                          ~0.05  Sgr B2(OH)      NRAO    11m  Hol82                                 
U 100601.6   ( 3) unidentified                             0.19  Sgr B2          BTL      7m  Cum85                                 
  100614.295*(14) CH3CH2CN   11(1,10)-10(1,9)              0.10  OriMC-1         NRAO    11m  Joh77                                 
  100629.50  (12) NH2CN      5(1,4)-4(1,3)                 0.17  Sgr B2          NRAO    11m  Tur75a Joh76a                         
  100681.58 *(40) HCOOCH3    9(0,9)-8(0,8) E               0.07b Sgr B2          NRAO    11m  Chu80                                 
  100683.331*(67) HCOOCH3    9(0,9)-8(0,8) A                b    Sgr B2          NRAO    11m  Chu80                                 
  100708.837*(44) HC3N v7=2  11-10 0                       0.05b Sgr B2          BTL      7m  Cum85                                 
  100710.972*(52) HC3N v7=2  11-10 2e                       b    Sgr B2          BTL      7m  Cum85                                 
  100714.306*(46) HC3N v7=2  11-10 2f                       b    Sgr B2          BTL      7m  Cum85                                 
  100878.113*( 6) SO2        2(2,0)-3(1,3)                 0.08  Sgr B2          BTL      7m  Cum85                                 
  100989.940*(16) CH3CH2OH   8(2,7)-8(1,8)                 0.05  Sgr B2          BTL      7m  Lin79                                 
U 101000.         unidentified                             0.05  Sgr B2          BTL      7m  Lin79                                 
  101002.34 *( 5) H2CCO?     5(3,3)-4(3,2)                 0.06b Sgr B2          BTL      7m  Cum85                                 
  101002.35 *( 5) H2CCO?     5(3,2)-4(3,1)                  b    Sgr B2          BTL      7m  Cum85                                 
  101029.75  ( 5) CH3SH      4(-1)-3(-1) E                ~0.1   Sgr B2          BTL      7m  Lin79  Lin79                          
  101036.56 *( 6) H2CCO      5(0,5)-4(0,4)                 0.1   Sgr B2          NRAO    11m  Tur77                                 
  101139.16  ( 5) CH3SH      4(0)-3(0) A                   0.27b Sgr B2          BTL      7m  Lin79  Lin79                          
  101139.65  ( 4) CH3SH      4(0)-3(0) E                    b    Sgr B2          BTL      7m  Lin79  Lin79                          
  101159.46  (10) CH3SH      4(2)-3(2) A-                  0.03  Sgr B2          BTL      7m  Cum85  Lee80                          
  101167.15  ( 4) CH3SH      4(-2)-3(-2) E                 0.13b Sgr B2          BTL      7m  Cum85  Lin79                          
  101168.34  ( 4) CH3SH      4(2)-3(2) E                    b    Sgr B2          BTL      7m  Cum85  Lin79                          
  101174.679*( 5) HC5N       38-37                         0.09  Sgr B2          BTL      7m  Lin79                                 
  101284.36  ( 4) CH3SH      4( 1)-3( 1) E                 0.09  Sgr B2          BTL      7m  Lin79  Lin79                          
  101332.984*(17) H2CO       6(1,5)-6(1,6)                ~0.1   Sgr B2          BTL      7m  Lin79                                 
  101341.0  *(15) CH3CHO     3(1,3)-2(0,2) E               0.08  Sgr B2          BTL      7m  Cum85                                 
  101477.753*(55) H2CS       3(1,3)-2(1,2)                 0.49  OriMC-1         BTL      7m  Van84                                 
  101981.383*(51) H2CCO      5(1,4)-4(1,3)                 0.22  Sgr B2          NRAO    11m  Tur77                                 
  102064.268*( 8) NH2CHO     5(1,5)-4(1,4)                 0.2   Sgr B2          NRAO    11m  Tur78a                                
  102202.49  ( 4) CH3SH      4( 1)-3( 1) A                 0.08  Sgr B2          BTL      7m  Lin79  Lin79                          
  102217.575*( 5) NH2CHO     2(1,2)-1(0,1)                ~0.08  Sgr B2          BTL      7m  Lin79                                 
  102530.346*( 1) CH3CCH     6(3)-5(3)                     0.14  OriMC-1         NRAO    11m  Chu83                                 
  102540.144*( 1) CH3CCH     6(2)-5(2)                     0.23  OriMC-1         NRAO    11m  Chu83                                 
  102546.024*( 1) CH3CCH     6(1)-5(1)                     0.29  OriMC-1         NRAO    11m  Chu83                                 
  102547.984*( 1) CH3CCH     6(0)-5(0)                     0.33  OriMC-1         NRAO    11m  Chu83                                 
  102658.04  (10) CH3OH      11(-2)-11(1) E                0.15  OriMC-1         NRAO    11m  Lov82  Sas84                          
U 102812.0   (16) unidentified                             0.04  Sgr B2          BTL      7m  Cum85                                 
  103040.399*(53) H2CS       3(0,3)-2(0,2)                 0.2   Sgr B2          NRAO    11m  Got78a                                
  103051.785*(58) H2CS       3(2,1)-2(2,0)                 0.13  Sgr B2          BTL      7m  Van84                                 
U 103216.6   (12) unidentified                             0.04  Sgr B2          BTL      7m  Cum85                                 
  103319.611 (60) C3H        2P3/2 J=9/2-7/2a              0.054 IRC+10216       FCRAO   14m  Tha85  Tha85                          
  103372.658 (60) C3H        2P3/2 J=9/2-7/2b              0.078 IRC+10216       FCRAO   14m  Tha85  Tha85                          
  103466.60 *(27) HCOOCH3    8(2,6)-7(2,5) E               0.07  Sgr B2          BTL      7m  Cum85                                 
  103478.64 *( 4) HCOOCH3    8(2,6)-7(2,5) A               0.04  Sgr B2          BTL      7m  Cum85                                 
U 103549.0   (19) unidentified                             0.04  Sgr B2          BTL      7m  Cum85                                 
  103575.400*(18) CH2CHCN    11(0,11)-10(0,10)             0.07  Sgr B2          BTL      7m  Cum85                                 
U 103641.8   (11) unidentified                             0.05  Sgr B2          BTL      7m  Cum85                                 
  103702.810*(10) CH3CH2OH?  9(1,8)-8(2,7)                 0.04  Sgr B2          BTL      7m  Cum85                                 
  103836.809*( 5) HC5N       39-38                         0.05  Sgr B2          BTL      7m  Cum85                                 
U 103915.         unidentified (H56 gamma?)                0.1   OriMC-1         NRAO    11m  Kui77                                 
  104029.416*( 5) SO2        3(1,3)-2(0,2)                 3.0   OriMC-1         NRAO    11m  Hol76a                                
  104051.281*(14) CH3CH2CN   12(1,12)-11(1,11)             0.08  OriMC-1         NRAO    11m  Joh77                                 
  104060.76  (10) CH3OH      13(-4)-12(-3)                 0.2   OriMC-1         NRAO    11m  Kui77  Lee68                          
U 104200.1   ( 8) unidentified                             0.07  Sgr B2          BTL      7m  Cum85                                 
  104212.654*(16) CH2CHCN    11(2,10)-10(2,9)              0.06  Sgr B2          BTL      7m  Cum85                                 
  104239.293*(10) SO2        10(1,9)-10(0,10)              0.29  Sgr B2          BTL      7m  Cum85                                 
  104300.46  (10) CH3OH      11(-1)-10(-2) E               0.12  Sgr B2          BTL      7m  Cum85  Lee73                          
  104336.54  ( 5) CH3OH      13(-2)-13(1) E                0.03  Sgr B2          BTL      7m  Cum85  Sas84                          
  104354.85  (10) CH3OH      10(4)-11(3) A-                0.06  Sgr B2          BTL      7m  Cum85  Lee68                          
  104391.65 *( 6) 34SO2      10(1,9)-10(0,10)              0.04  Sgr B2          BTL      7m  Cum85                                 
  104408.903*(13) CH2CHCN    11(5)-10(5)                   0.08b Sgr B2          BTL      7m  Cum85                                 
  104410.48  (10) CH3OH      10(4)-11(3) A+                 b    Sgr B2          BTL      7m  Cum85  Lee68                          
  104411.262*(13) CH2CHCN    11(4,8)-10(4,7)                b    Sgr B2          BTL      7m  Cum85                                 
  104411.485*(13) CH2CHCN    11(4,7)-10(4,6)                b    Sgr B2          BTL      7m  Cum85                                 
  104419.308*(15) CH2CHCN    11(6)-10(6)                    b    Sgr B2          BTL      7m  Cum85                                 
  104432.793*(15) CH2CHCN    11(3,9)-10(3,8)               0.4b  Sgr B2          BTL      7m  Cum85                                 
  104437.516*(17) CH2CHCN    11(7)-10(7)                    b    Sgr B2          BTL      7m  Cum85                                 
  104453.927*(15) CH2CHCN    11(3,8)-10(3,7)               0.06  Sgr B2          BTL      7m  Cum85                                 
  104487.220*( 9) CH3CH2OH   7(0,7)-6(1,6)                 0.20  Sgr B2          BTL      7m  Cum85                                 
U 104589.         unidentified                             0.15  Sgr B2          NRAO    11m  Lis78                                 
  104616.975*(55) H2CS       3(1,2)-2(1,1)                 0.77  Sgr B2          NRAO    11m  Lis78                                 
  104666.56 *( 2) C4H        11-10 J=23/2-21/2             0.10  IRC+10216       NRAO    11m  Gue78  Got83                          
  104705.10 *( 2) C4H        11-10 J=21/2-19/2             0.10  IRC+10216       NRAO    11m  Gue78  Got83                          
  104711.385*(20) 13C18O     1-0                           n.r.  OriMC-2         NRAO    11m  Wan76                                 
  104808.620*(11) CH3CH2OH   5(1,5)-4(0,4)                 0.18  Sgr B2          NRAO    11m  Zuc75                                 
U 104874.8   (10) unidentified                             0.12  Sgr B2          BTL      7m  Cum85                                 
  104960.550*(16) CH2CHCN?   11(2,9)-10(2,8)               0.06  Sgr B2          BTL      7m  Cum85                                 
  105063.70  (10) CH3OH      13(1)-12(2)                   0.55  OriMC-1         FCRAO   14m  Gol83  Lee68                          
  105464.221 ( 6) NH2CHO     5(0,5)-4(0,4)                 0.31  Sgr B2          BTL      7m  Cum85                                 
  105469.303*(14) CH3CH2CN   12(0,12)-11(0,11)             0.2   OriMC-1         NRAO    11m  Kui77                                 
U 105540.         unidentified                             0.05  OriMC-1         OSO     20m  Joh84                                 
  105558.077*( 4) HNCS       9(0,9)-8(0,8)                 0.05  Sgr B2          BTL      7m  Fre79                                 
  105576.35  (10) CH3OH      14(-2)-14(1) E                0.2n  OriMC-1         NRAO    11m  Kui77  Lee68                          
U 105590.         unidentified                             0.15  OriMC-1         OSO     20m  Joh84                                 
  105768.60 *(43) CH3OCH3    13(1,12)-13(0,13) EA+AE        b    OriMC-1         OSO     20m  Joh84                                 
  105770.50 *(26) CH3OCH3    13(1,12)-13(0,13) EE          0.20b OriMC-1         OSO     20m  Joh84                                 
  105772.41 *(12) CH3OCH3    13(1,12)-13(0,13) AA           b    OriMC-1         OSO     20m  Joh84                                 
  105794.057*(58) CH2NH      4(0,4)-3(1,3)                 0.27  Sgr B2          BTL      7m  Cum85                                 
  105799.093*(10) H13CCCN    12-11                         0.10  OriMC-1         OSO     20m  Joh84                                 
  105972.601*(14) NH2CHO     5(2,4)-4(2,3)                 0.1o  Sgr B2          NRAO    11m  Got78a                                
  106134.430*(25) NH2CHO     5(3,3)-4(3,2)                 0.10b Sgr B2          BTL      7m  Cum85                                 
  106141.403*(25) NH2CHO     5(3,2)-4(3,1)                  b    Sgr B2          BTL      7m  Cum85                                 
U 106348.0   ( 5) unidentified                             0.19  Sgr B2          BTL      7m  Cum85                                 
  106498.911*( 5) HC5N       40-39                         0.04  Sgr B2          BTL      7m  Cum85                                 
  106541.683*(14) NH2CHO     5(2,3)-4(2,2)                 0.15  Sgr B2          BTL      7m  Cum85                                 
  106641.394*(17) CH2CHCN    11(1,10)-10(1,9)              0.05  Sgr B2          BTL      7m  Cum85                                 
  106723.410*(18) CH3CH2OH?  9(2,8)-9(1,9)                 0.06  Sgr B2          BTL      7m  Cum85                                 
  106743.365*(36) 34SO       2(3)-1(2)                     0.16d OriMC-1         NRAO    11m  Got78                                 
  106777.52 *(15) CH3OCH3    9(1,8)-8(2,7) EE              0.05  Sgr B2          BTL      7m  Cum85                                 
  106787.38 *( 4) OC34S      9-8                           0.089 Sgr B2          BTL      7m  Gol81                                 
  106913.36  (19) HOCO+      5(0,5)-4(0,4)                 0.4   Sgr B2          BTL      7m  Tha81  Fre79                          
  107013.85  (10) CH3OH      3(1)-4(0) A+                  4.5   OriMC-1         FCRAO   14m  Gol83  Lee68                          
  107043.524*(14) CH3CH2CN   12(2,11)-11(2,10)             0.05  Sgr B2          BTL      7m  Cum85                                 
  107043.524*(14) CH3CH2CN   12(2,11)-11(2,10)             0.05  Sgr B2          BTL      7m  Cum85                                 
  107060.323*(35) SO2        27(3,25)-26(4,22)             0.07  Sgr B2          BTL      7m  Cum85                                 
  107178.486*(31) 13CH3CN    6(3)-5(3)                     0.04b Sgr B2          BTL      7m  Cum85                                 
  107188.545*(31) 13CH3CN    6(2)-5(2)                      b    Sgr B2          BTL      7m  Cum85                                 
  107194.580*(32) 13CH3CN    6(1)-5(1)                      b    Sgr B2          BTL      7m  Cum85                                 
  107196.592*(32) 13CH3CN    6(0)-5(0)                     0.07b Sgr B2          BTL      7m  Cum85                                 
  107316.46 *(10) CH3SH      3(-1)-3(0) A                  0.04  Sgr B2          BTL      7m  Cum85                                 
  107485.178*(13) CH3CH2CN   12(7,5)-11(7,4)                b    Sgr B2          BTL      7m  Cum85                                 
  107485.178*(13) CH3CH2CN   12(7,6)-11(7,5)               0.05b Sgr B2          BTL      7m  Cum85                                 
  107486.961*(13) CH3CH2CN   12(6,6)-11(6,5)                b    Sgr B2          BTL      7m  Cum85                                 
  107486.961*(13) CH3CH2CN   12(6,7)-11(6,6)                b    Sgr B2          BTL      7m  Cum85                                 
  107491.573*(14) CH3CH2CN   12(8,4)-11(8,3)                b    Sgr B2          BTL      7m  Cum85                                 
  107491.573*(14) CH3CH2CN   12(8,5)-11(8,4)                b    Sgr B2          BTL      7m  Cum85                                 
  107502.426*(13) CH3CH2CN   12(5,8)-11(5,7)               0.05b Sgr B2          BTL      7m  Cum85                                 
  107502.474*(13) CH3CH2CN   12(5,7)-11(5,6)                b    Sgr B2          BTL      7m  Cum85                                 
  107519.934*(17) CH3CH2CN?  12(10,2)-11(10,1)             0.03b Sgr B2          BTL      7m  Cum85                                 
  107519.934*(17) CH3CH2CN?  12(10,3)-11(10,2)              b    Sgr B2          BTL      7m  Cum85                                 
  107537.27 *(40) HCOOCH3    9(2,8)-8(2,7) E               0.07b Sgr B2          BTL      7m  Cum85                                 
  107543.66 *( 7) HCOOCH3    9(2,8)-8(2,7) A                b    Sgr B2          BTL      7m  Cum85                                 
  107594.049*(14) CH3CH2CN   12(3,10)-11(3,9)              0.06  Sgr B2          BTL      7m  Cum85                                 
  107734.741*(14) CH3CH2CN   12(3,9)-11(3,8)               0.04  Sgr B2          BTL      7m  Cum85                                 
  107843.508*(11) SO2        12(4,8)-13(3,11)              0.06  Sgr B2          BTL      7m  Cum85                                 
  108126.71 *( 1) HCOOH      5(1,5)-4(1,4)                 0.06  Sgr B2          BTL      7m  Cum85                                 
  108651.297 (50) 13CN       1/2-1/2 F=2-1,F1=0,F2=1-0     0.07  Sgr B2          BTL      7m  Ger84  Bog84a                         
  108657.646 (50) 13CN       1/2-1/2 F=2-2,F1=1,F2=1-1     0.07b Sgr B2          BTL      7m  Ger84  Bog84a                         
  108658.948 (50) 13CN       1/2-1/2 F=1-2,F1=1,F2=1-1      b    Sgr B2          BTL      7m  Ger84  Bog84a                         
  108710.523*(11) HC13CCN    12-11                         0.15  Sgr B2          BTL      7m  Cum85                                 
  108721.008*( 7) HCC13CN    12-11                         0.15  Sgr B2          BTL      7m  Cum85                                 
  108780.201 (50) 13CN       3/2-1/2 F=3-2,F1=1,F2=2-1     0.13b Sgr B2          BTL      7m  Ger84  Bog84a                         
  108782.374 (50) 13CN       3/2-1/2 F=2-1,F1=1,F2=2-1      b    Sgr B2          BTL      7m  Ger84  Bog84a                         
  108786.982 (50) 13CN       3/2-1/2 F=1-0,F1=1,F2=2-1      b    Sgr B2          BTL      7m  Ger84  Bog84a                         
  108834.27 *( 3) C3N        11-10 J=23/2-21/2             0.45  IRC+10216       OSO     20m  Joh84  Got83                          
  108853.02 *( 3) C3N        11-10 J=21/2-19/2             0.45  IRC+10216       OSO     20m  Joh84  Got83                          
  108893.94  (10) CH3OH      0(0)-1(-1) E                  0.98  Sgr B2          BTL      7m  Cum85  Lee68                          
  108924.267*(48) SiS        6-5                           0.28  IRC+10216       NRAO    11m  Mor75                                 
  109110.844*( 4) O13CS      9-8                           0.08  Sgr B2          BTL      7m  Cum85                                 
  109136.81  (10) CH3OH      unassigned or 14(5)-15(4) E   0.3   OriMC-1         FCRAO   14m  Gol82  Lee68                          
  109153.19  (10) CH3OH      16(-2)-16(1) E                0.3   OriMC-1         FCRAO   14m  Gol82  Sas84                          
  109160.984*( 5) HC5N       41-40                         0.018 IRC+10216       NRAO    11m  Jew84                                 
  109173.634 ( 4) HC3N       12-11                         2.57  Sgr B2          NRAO    11m  Mor76  deZ71                          
  109252.184*(36) SO         2(3)-1(2)                     2.42p OriMC-1         MMWO   4.9m  Got78                                 
  109352.726*(38) HC3N v7=1  12-11 1e                      0.02  OriMC-1         FCRAO   14m  Gol84                                 
  109441.944*(30) HC3N v7=1  12-11 1e                      0.13  OriMC-1         FCRAO   14m  Gol82                                 
  109463.063*( 1) OCS        9-8                           0.70  Sgr B2          NRAO    11m  Jef71                                 
  109496.007*( 4) HNCO       5(1,4)-4(1,4)                 0.16  OriMC-1         FCRAO   14m  Gol82                                 
  109598.751*(30) HC3N v7=1  12-11 1f                      0.19  OriMC-1         FCRAO   14m  Gol84                                 
  109650.305*(14) CH3CH2CN   12(1,11)-11(1,10)             0.07  OriMC-1         NRAO    11m  Joh77                                 
U 109738.5        unidentified                             0.02  OriMC-1         FCRAO   14m  Gol83                                 
  109753.504*( 8) NH2CHO     5(1,4)-4(1,3)                 0.3   Sgr B2          BTL      7m  Lin81                                 
  109757.633*(15) SO2        17(5,13)-18(4,14)             0.30  OriMC-1         FCRAO   14m  Gol82                                 
U 109770.5        unidentified                             0.03  OriMC-1         FCRAO   14m  Gol83                                 
  109782.160*(20) C18O       1-0                           2.1   OriMC-1         NRAO    11m  Uli76                                 
  109833.489*( 6) HNCO       5(3,3)-4(3,2)                  b    OriMC-1         FCRAO   14m  Gol82                                 
  109833.489*( 6) HNCO       5(3,2)-4(3,1)                 0.03b OriMC-1         FCRAO   14m  Gol82                                 
  109862.828*(46) HC3N v7=2  12-11 0                       0.02b OriMC-1         FCRAO   14m  Gol83                                 
  109865.854*(55) HC3N v7=2  12-11 2e                       b    OriMC-1         FCRAO   14m  Gol83                                 
  109872.366*( 5) HNCO       5(2,4)-4(2,3)                 0.09b OriMC-1         FCRAO   14m  Gol82                                 
  109872.773*( 5) HNCO       5(2,3)-4(2,2)                  b    OriMC-1         FCRAO   14m  Gol82                                 
  109905.753*( 5) HNCO       5(0,5)-4(0,4)                 1.1   Sgr B2          NRAO    11m  Sol73                                 
  110152.084 (20) NH2D       1(1,1)0- -1(0,1)0+ F=0-1       b    DR21(OH)        OSO     20m  Olb85  Bes83                          
  110152.995 (20) NH2D       1(1,1)0- -1(0,1)0+ F=2-1       b    DR21(OH)        OSO     20m  Olb85  Bes83                          
  110153.599 (10) NH2D       1(1,1)0- -1(0,1)0+            0.14  OriMC-1         NRAO    11m  Kui78  Bes83                          
  110153.599 (10) NH2D       1(1,1)0- -1(0,1)0+ F=2-2      0.11b DR21(OH)        OSO     20m  Olb85  Bes83                          
  110153.599 (10) NH2D       1(1,1)0- -1(0,1)0+ F=1-1       b    DR21(OH)        OSO     20m  Olb85  Bes83                          
  110154.222 (20) NH2D       1(1,1)0- -1(0,1)0+ F=1-2       b    DR21(OH)        OSO     20m  Olb85  Bes83                          
  110155.053 (20) NH2D       1(1,1)0- -1(0,1)0+ F=1-0       b    DR21(OH)        OSO     20m  Olb85  Bes83                          
  110201.353*( 9) 13CO       1-0                           9.3   OriMC-1         NRAO    11m  Uli76                                 
  110298.098*( 4) HNCO       5(1,4)-4(1,3)                 0.23  Sgr B2          BTL      7m  Cum85                                 
  110330.627*( 3) CH3CN      6(5)-5(5) F=7-6               0.2bk Sgr B2          NRAO    11m  Sol71                                 
  110330.872*( 2) CH3CN      6(5)-5(5) F=5-4                b    Sgr B2          NRAO    11m  Sol7l                                 
  110349.659*( 2) CH3CN      6(4)-5(4) F=7-6               0.45b Sgr B2          NRAO    11m  Sol73                                 
  110349.797*( 2) CH3CN      6(4)-5(4) F=5-4                b    Sgr B2          NRAO    11m  Sol73                                 
  110364.469*( 1) CH3CN      6(3)-5(3) F=7-6               0.31b Sgr B2          NRAO    11m  Sol73                                 
  110364.524*( 1) CH3CN      6(3)-5(3) F=5-4                b    Sgr B2          NRAO    11m  Sol73                                 
  110375.052*( 1) CH3CN      6(2)-5(2) F=7-6               0.81  Sgr B2          NRAO    11m  Sol73                                 
  110381.404*( 1) CH3CN      6(1)-5(1) F=7-6               1.09b Sgr B2          NRAO    11m  Sol73                                 
  110383.522*( 1) CH3CN      6(0)-5(0) F=7-6                b    Sgr B2          NRAO    11m  Sol73                                 
  110535.11 *( 8) HCOOCH3    9(7,2)-8(7,1) A                b    Sgr B2          BTL      7m  Cum85                                 
  110535.11 *( 8) HCOOCH3    9(7,3)-8(7,2) A               0.03b Sgr B2          BTL      7m  Cum85                                 
  110536.99 *(48) HCOOCH3    9(7,3)-8(7,2) E                b    Sgr B2          BTL      7m  Cum85                                 
  110609.554*(60) CH3CN v8=1 12(1)-11(1) l=1               0.06  OriMC-1         FCRAO   14m  Gol83                                 
